vae,vas,pve,pvs,gee,ges,rqe,rqs,rle,rls,cce
0.6207255,0.14223512,-0.32016367,0.273783,0.19577205,0.19742437,0.21792518,0.20237081,-0.39613268,0.17106962,-0.29128504
0.6805478,0.19976547,0.95355517,0.27849552,-0.09608376,0.35612768,-0.28939578,0.27165863,0.20847397,0.2675574,0.36949882
-0.52443504,0.13015608,0.45198882,0.2435471,0.1633508,0.22696695,0.15838271,0.20470612,0.5857736,0.16079573,0.29807782
-0.42732772,0.15690604,-0.8555472,0.29205847,-0.49585417,0.19068696,-0.61183363,0.19016927,-0.30877382,0.18465526,-0.7345424
-0.8225452,0.19165872,1.0615057,0.30158466,0.44284958,0.22906406,0.67351407,0.21634105,0.46612486,0.20984457,0.5608845
-1.8051575,0.16686481,0.42478582,0.28687263,-0.5499125,0.20643473,-1.3198147,0.17123614,-1.0865347,0.18653497,0.26849496
1.535238,0.1322594,1.4113023,0.20948239,1.6636808,0.22854838,1.8795285,0.22064209,1.8763329,0.16040415,2.1671305
-0.098644964,0.12958075,1.1862714,0.1922474,2.1753144,0.22111979,2.22636,0.20621328,1.820655,0.16025124,2.0675638
-0.50993466,0.10859774,-0.8757402,0.24604777,-0.6269688,0.18400764,-0.25598925,0.15564291,-0.34488222,0.13777016,-0.84016377
-0.2691442,0.20880984,-1.778299,0.3739123,-0.18362929,0.17390372,0.064729966,0.3117465,0.16126023,0.2124291,-0.05653933
-1.0654027,0.23395377,-0.1623601,0.3456684,0.56640023,0.22248708,0.7632052,0.3327563,0.35234648,0.23095733,0.25078893
-1.0818768,0.11322186,-1.4058076,0.24424958,-1.1753923,0.17889829,-0.8894011,0.15475778,-1.2826817,0.13001312,-1.0309936
-0.32065254,0.10773607,-0.27994528,0.22198433,-1.2268062,0.18111835,-0.71057314,0.17118365,-0.86762005,0.12953544,-0.95740044
1.5648508,0.12308559,0.85165673,0.22715022,1.9990468,0.21616761,1.8496252,0.22064209,2.0487819,0.15686005,2.1501448
-0.51944894,0.15460236,-0.29348513,0.30092695,-0.6955054,0.18354076,-0.6242535,0.20975761,-0.8439955,0.16838355,-1.091394
-0.08704454,0.16420789,-0.16383728,0.33732522,-1.0719501,0.21392776,-0.6070614,0.2340023,-0.6560057,0.17914602,-0.38754308
0.65433246,0.35760242,0.74628407,0.44368258,0.22452442,0.3070519,0.3689879,0.21363607,1.1094154,0.365848,0.78930914
-1.4021463,0.21136402,0.12636623,0.4362975,-0.49817196,0.29585695,-0.25963992,0.33802933,-0.78202605,0.281025,-0.060139928
0.06616818,0.14363348,-0.74783176,0.26761767,-0.6555095,0.22236156,-0.60658735,0.20362695,-0.86148185,0.19201565,-1.1183417
-0.71161336,0.1206983,-0.43696555,0.23941578,-0.63177985,0.19690268,-0.6268174,0.16302972,-0.52306885,0.14432985,-0.3550932
1.078994,0.35524127,0.3500617,0.56331897,0.3736759,0.37623262,0.15336537,0.298771,0.8765082,0.6738757,0.27636617
-1.7652636,0.13420734,-2.6500835,0.24132012,-2.348561,0.23909241,-1.8367319,0.22917591,-1.7754974,0.163697,-1.6941874
1.1606722,0.23199603,0.84907836,0.3066951,0.94271326,0.3481397,0.43920985,0.25692627,0.826714,0.21294877,1.2954733
0.633674,0.20564908,0.8786072,0.24802686,0.263139,0.43363854,0.3375771,0.36286247,0.50330204,0.31151608,0.68803877
-0.7113999,0.25608963,0.35281193,0.4352209,-0.09906432,0.30231553,-0.4524464,0.39226258,-0.45713162,0.29636618,-0.5155842
0.13283025,0.13331747,-0.46235242,0.26718533,-1.1858587,0.23612107,-1.0528289,0.19362754,-1.1867653,0.15243475,-0.8240165
-1.0059723,0.20137912,0.7583588,0.33175614,0.17039628,0.29971653,0.40653697,0.2595191,-0.034912698,0.27178496,-0.60204905
-0.5890019,0.13013606,-0.45846143,0.22663754,-0.5327885,0.25444517,-0.40157557,0.21162605,-0.9353223,0.14265338,-1.0995537
1.2762988,0.26624933,1.4806013,0.52371454,1.4494146,0.4541232,1.1189897,0.4895278,1.7331436,0.25856623,1.2213858
0.3768928,0.14754759,0.374922,0.23941578,-0.64506704,0.3270899,-0.70495635,0.2559248,-0.10268058,0.1797228,-0.39651746
-1.0543067,0.13286464,0.76005304,0.21260111,0.18983042,0.22449209,0.6067349,0.23179777,0.402703,0.19509381,0.33361337
0.59460765,0.14269455,1.0635725,0.27811614,0.58188504,0.18156329,0.7205749,0.16682342,0.5411087,0.16792972,1.1607927
-0.34081817,0.14815526,-0.39106193,0.28685582,-0.72098166,0.1935998,-0.42958352,0.19553475,-0.8502907,0.1704558,-0.9460818
-0.28513867,0.19642057,-0.5399896,0.39620548,-0.91778016,0.2773035,-0.41591012,0.30622742,-1.0206677,0.21771954,-0.85556364
-0.5050726,0.15246694,1.0740223,0.24028644,0.86492926,0.24003701,1.0985782,0.26990733,0.589225,0.17899148,0.63907504
1.6295582,0.20805575,1.3419925,0.3739123,1.7717665,0.16825922,1.8919401,0.27709433,1.8583938,0.1942361,2.1102457
0.3969042,0.16157833,-0.34566855,0.28685582,0.12981685,0.19550036,0.151438,0.19553475,-0.4120291,0.17783447,-0.3933784
0.5111747,0.23199603,0.95758826,0.3066951,0.48114753,0.43449232,0.6313797,0.46299163,0.94209474,0.35675117,1.2722981
-0.38509017,0.25608963,-1.6389029,0.4352209,-0.59987116,0.30231553,-0.7019885,0.33241734,-1.2181487,0.25060722,-0.982506
1.4332995,0.20805575,1.2884995,0.3739123,1.7115437,0.16825922,1.2142317,0.27709433,1.3669467,0.1942361,1.3596543
1.1219143,0.20875114,0.7745329,0.29207346,1.1409132,0.35333392,1.0528295,0.300434,1.1856661,0.25448593,1.3300717
0.32374763,0.12333244,0.63437873,0.22715022,-0.19170788,0.21577111,0.04072449,0.18998662,-0.23621906,0.15640147,-0.43183437
-1.1809906,0.14451562,-1.3124917,0.28685582,-0.8779026,0.16634865,-0.9916146,0.17383102,-0.8934459,0.17020771,-0.7574935
0.90619415,0.15646781,0.8162377,0.23854543,0.48130378,0.29443726,-0.050464157,0.24098964,0.07259885,0.18570004,1.1338518
0.3317865,0.14269455,0.6259761,0.27811614,0.074225,0.18156329,0.14239733,0.16682342,-0.06611397,0.16792972,0.15028182
-1.7939019,0.14026217,0.67892766,0.2511619,-0.745371,0.26145124,-0.8159411,0.2306333,-0.8578922,0.1663774,-1.0660965
0.48149374,0.13488482,0.5608293,0.2648508,0.55522764,0.19010529,0.36519513,0.18221864,-0.04824604,0.15273948,0.044990115
0.4223558,0.16551638,0.0031797083,0.23217934,-0.59639364,0.31848377,-0.6522132,0.2572999,-0.82613224,0.18903328,-0.14256786
-0.95305127,0.121338785,-1.3502775,0.24234171,-1.0715753,0.17272693,-0.9007946,0.18208854,-1.0764383,0.13799906,-1.4261138
0.38614613,0.15460236,0.46484032,0.30092695,-0.19658782,0.18354076,0.04570179,0.20975761,-0.2656046,0.16838355,-0.4407132
-0.34199393,0.1612137,-0.7652677,0.32360187,-1.7290066,0.23083699,-1.538727,0.1988314,-1.1579722,0.19213216,-0.8125943
0.24670784,0.1465219,-0.14380229,0.23941578,-0.23673156,0.30033284,-0.5192567,0.23438087,-0.39758274,0.17096363,-0.16520333
-2.172562,0.14498432,-1.2944188,0.2721848,-1.6194898,0.24538647,-2.2343445,0.20463283,-1.5350367,0.18036912,-1.6596674
-1.1660079,0.12513082,-1.2796166,0.21523696,-0.62430507,0.16907257,-0.9715077,0.15909997,-0.42804945,0.14038594,-0.48202407
-0.784368,0.20904125,-0.34411585,0.36473665,-0.63575715,0.24226269,-0.74466866,0.22536096,-0.7727962,0.24168459,-0.42907128
-0.9644008,0.12895404,-2.6037812,0.23851493,-1.2862834,0.24473111,-1.0797154,0.2285143,-1.7563732,0.18058223,-1.3742237
0.60999,0.20010042,0.91286963,0.30512604,-0.39754838,0.39144686,-0.40184763,0.31428736,0.3181549,0.33525166,-0.1461441
-0.23108083,0.112505354,-0.58667445,0.2435471,-0.67548716,0.21371593,-1.1240517,0.19195448,-1.1432291,0.14967585,-0.70774436
0.84014887,0.1597748,0.9745327,0.321823,0.69427365,0.20881106,0.3916103,0.21073484,0.89970607,0.18161118,0.15276466
1.0358663,0.3427723,1.1697853,0.5567685,-0.6708145,0.41016325,-0.081334054,0.31995824,0.83328414,0.72485083,0.79144496
-0.7541395,0.17133808,1.2426623,0.21574846,1.0565666,0.28803116,0.8481415,0.2735745,0.40460166,0.20748496,0.5685161
0.12214673,0.26145712,1.0503718,0.4748072,0.6449225,0.18761756,0.30736253,0.38636038,0.59960014,0.3505094,0.54595155
1.0067217,0.12634976,0.8733998,0.21172263,1.1663319,0.21289882,0.57620656,0.19655472,1.0182841,0.14687373,0.8093295
-0.38075626,0.12287389,-0.4273629,0.20298342,-1.3035984,0.16634594,-0.789259,0.1615781,-0.6837349,0.1420844,-0.85888845
-0.95941985,0.112896375,-1.0147614,0.24234171,-0.9929935,0.17319328,-0.67119503,0.18208854,-1.0088382,0.13667978,-0.84667975
-1.5792035,0.26145712,-1.8453324,0.4748072,-1.1496797,0.18761756,-1.3409305,0.3586605,-1.5021523,0.32034823,-0.74513996
-0.79656357,0.16457507,-0.45677444,0.30092695,0.07888519,0.1841526,0.024381734,0.22274236,0.061608892,0.1877856,-0.06232304
-0.9200034,0.18117636,-1.8918524,0.34964156,-0.7951507,0.30462041,-0.41427085,0.2284522,-0.6106308,0.24872231,-0.5888429
1.4364138,0.13039929,1.031073,0.22578736,1.6326877,0.2160969,1.79122,0.22240879,1.7701026,0.15251504,1.7778703
0.8496562,0.13154857,0.7467651,0.24130794,0.561311,0.21765976,1.0421777,0.19054088,0.6840176,0.14163908,0.11255222
0.5912612,0.2313016,0.6360453,0.2615655,-0.517082,0.3539063,-0.3250823,0.28564546,0.23040274,0.2346962,0.47641212
1.0586206,0.26423398,0.95039237,0.5470868,-0.27770478,0.9954045,0.19274855,1.0535274,-0.16171393,0.77703565,-0.42882386
0.217162,0.13200283,-0.79832166,0.2988032,-1.0659938,0.2680946,-1.3416331,0.21056585,-1.0507045,0.19076322,-0.6503191
-0.96909803,0.12970765,-0.9944293,0.19816442,0.28014797,0.20895863,0.21049337,0.19138496,-0.16806555,0.1549752,-0.53245413
1.1286961,0.1427277,0.9178401,0.19816442,1.1855223,0.21306385,0.9525358,0.21766974,1.1268008,0.15806863,0.92533517
0.1989435,0.118264735,-0.21729946,0.22198433,-0.17961286,0.21913454,-0.070326254,0.18867272,-0.33283576,0.13248506,-0.35743296
0.1245922,0.121617734,0.2523668,0.22198433,-0.5422609,0.21064295,-0.061866112,0.20055795,-0.71686584,0.15189014,-0.89726466
-0.83426094,0.12333244,-1.3717276,0.22715022,0.019244969,0.21585727,-0.0038399906,0.18998824,-0.33066943,0.15705574,-0.30294728
0.028605409,0.1327836,-0.32744017,0.20764013,-0.6525286,0.2215055,-0.06467668,0.175647,-0.35862094,0.1424743,-0.91558576
-0.16091321,0.13492016,-0.7183209,0.27378613,0.3357905,0.21970807,0.5866398,0.15643184,-0.20598498,0.13561341,0.012301577
-0.010510932,0.14193897,-0.7908074,0.2721848,-0.7511962,0.22327328,-0.5784881,0.17088124,-0.91205835,0.16245705,-1.242566
-0.7411554,0.20256548,0.23204109,0.26734936,-0.42580923,0.35685283,-0.42292732,0.2893097,-0.61291957,0.3065426,-0.7910284
0.19980168,0.19728291,-0.5878905,0.3425064,-0.1659558,0.2385787,-0.19456467,0.3076686,0.07998818,0.18320484,-0.09458554
0.19806552,0.15434527,-0.44582087,0.2701239,0.033137795,0.17719337,0.16098136,0.16209094,-0.38298953,0.15801966,-0.34417954
-0.3914666,0.12970765,0.25895756,0.19816442,0.95808625,0.20895863,0.7163912,0.19138496,0.42457667,0.1549752,0.21102385
-1.0880177,0.12684147,-0.84025383,0.24132012,-0.54488564,0.24591495,-1.3392982,0.24747537,-0.7931003,0.17146128,-0.64506835
-0.3872007,0.1277434,-1.8038627,0.2572496,-0.15362471,0.24662939,-0.27410066,0.2049965,-0.601164,0.17234634,-0.99949807
-1.5592346,0.2144461,-0.04410658,0.3456684,-1.0551071,0.22248708,-1.2457857,0.3327563,-0.5370841,0.2214034,-0.91468954
-0.5880308,0.12601842,0.11038514,0.23150824,0.08532658,0.19460368,0.23518269,0.16767524,-0.34097123,0.13164452,-0.5304502
0.98820955,0.1696663,0.9936922,0.26757622,1.0703026,0.27258226,0.5489947,0.27738935,0.71639043,0.19025226,1.3483768
-0.86024207,0.12785561,-1.1368953,0.22972222,-0.12756029,0.23380077,-0.010028477,0.20236664,-0.40849078,0.15411021,-0.33874303
0.46429726,0.12793891,0.3593663,0.24153912,-0.3716205,0.20989187,0.61771494,0.17814942,0.053940374,0.13652351,-0.30980048
1.156144,0.22807327,0.8026702,0.3081053,1.0749809,0.44083738,1.0532635,0.3492604,0.8935032,0.33986443,1.146967
-1.1203055,0.15559721,-0.26257855,0.33175614,-0.91589457,0.2479356,-0.84012926,0.19273148,-0.88609266,0.20797706,-0.66727173
-1.8062809,0.11603426,-2.012107,0.24424958,-0.5102613,0.21357246,-0.95211905,0.1923768,-0.7787703,0.14804041,-1.1007379
1.4632188,0.5161649,1.2167764,0.30930543,0.54605,0.4574296,-0.28797495,0.485649,1.355714,0.48281574,1.8415827
-1.2698585,0.16861473,-2.1896195,0.39288157,-1.5317073,0.23374438,-1.6050154,0.2670882,-1.6312529,0.27971175,-1.0342886
-1.3505449,0.11312221,0.09982123,0.24604777,0.32291824,0.22452374,0.08789367,0.20230468,0.0795686,0.15875354,-0.16558172
1.121939,0.26844153,0.5724882,0.23805772,-0.07071405,0.46665654,0.52937394,0.50645006,-0.6741281,0.5170643,0.04908683
-1.5294415,0.12602897,-0.68591243,0.23851493,-0.08649461,0.23080178,-0.2140399,0.21257286,-0.5910701,0.15632506,-0.82996404
-1.3009994,0.1596245,-2.6886485,0.28687263,-1.6364279,0.20979625,-1.5389513,0.17632838,-1.716897,0.20497929,-1.3777841
-0.60727096,0.12135559,-0.39607644,0.23941578,-0.06677517,0.22502145,-0.12172676,0.20421326,-0.25322035,0.16150787,-0.43399402
-0.5196608,0.1255659,-1.6189727,0.20779568,-0.44288957,0.21062733,-0.4049223,0.20701694,-0.79659647,0.17965902,-0.97104037
-2.313395,0.14575212,-0.020749725,0.30454284,-1.7688559,0.25842127,-2.2832808,0.21088357,-1.3934107,0.193173,-1.4435169
-1.2979193,0.11576882,0.20851244,0.2528543,0.69514483,0.19468994,0.19137803,0.19715112,0.11295891,0.1623625,-0.012532148
0.26797673,0.24075487,-0.48689038,0.4362975,-0.7647284,0.29585695,-1.2327087,0.36699727,-0.837535,0.33244303,-0.22204024
1.5486053,0.18660334,1.3416133,0.28284657,2.0160036,0.19735359,1.6102536,0.19807447,1.886711,0.18001331,2.1478837
-1.8381141,0.12684147,-2.5769682,0.24132012,-2.1090255,0.21414016,-1.9362751,0.19131726,-2.305494,0.15281746,-1.6706722
1.0316017,0.15305589,0.5508665,0.20681481,1.0452553,0.24290705,1.0579381,0.22841537,1.0351418,0.17995816,1.0040948
0.9491987,0.24126007,1.1129189,0.33286983,1.2901713,0.29679266,1.1540885,0.20475732,1.3347509,0.26781756,1.4105877
-0.70748186,0.11555833,-0.50132424,0.24429454,-0.33439586,0.22081171,-0.21594551,0.20627917,-0.32965067,0.16301386,-0.3868437
0.13211015,0.12333244,-0.49340457,0.22715022,0.17359352,0.21585727,0.04104074,0.18998824,-0.3230286,0.15705574,-0.452072
-0.120654635,0.11031315,0.39442188,0.2435471,-0.6170899,0.1766003,-0.45341322,0.15072504,-0.4876466,0.1331139,-0.4369863
1.5848075,0.1459511,1.3003421,0.24199788,1.8614289,0.2223759,1.6153362,0.23215929,1.722142,0.14817204,2.02907
-0.054537218,0.28247356,1.430736,0.2954118,1.3760676,0.33409798,1.7549136,0.31309205,0.84358877,0.22356522,0.63748664
-2.1661835,0.13107625,-0.729676,0.23433635,-1.7625339,0.19266814,-2.162272,0.18211427,-1.5897738,0.16254553,-1.211471
0.028416518,0.15914555,-0.15993433,0.31601527,-0.0885787,0.19901654,-0.50818557,0.2311553,0.023213815,0.19271895,-0.34279007
-0.6232978,0.10887953,-2.0340776,0.2528543,-0.97215706,0.16247751,-0.94757307,0.15882581,-1.075396,0.13950948,-1.1263944
0.5149603,0.12468539,0.6191124,0.1922474,0.6784402,0.2051001,0.27657536,0.19016229,0.21824704,0.13721125,0.2011641
-0.20599598,0.12549542,1.5007864,0.22715022,2.2127345,0.21947493,2.1601129,0.19588219,1.8701682,0.15740557,2.1565318
0.806075,0.22014713,0.7907085,0.24594994,-0.15665251,0.32537937,0.106639944,0.2618341,0.20996827,0.2731255,0.5615657
0.1524028,0.12903292,-0.016997365,0.20298342,-0.26255172,0.22073857,0.08475085,0.20047057,-0.5975982,0.16123986,-0.4240863
-0.5154488,0.1234497,-1.672521,0.23301464,-0.7809265,0.23080178,-0.5098305,0.19667533,-0.8345708,0.1633882,-1.1512363
-0.46614885,0.15366574,-0.45230803,0.28274652,-1.60206,0.24729429,-1.3866023,0.23335703,-1.0789295,0.18196145,-0.78155166
1.372685,0.16281368,1.0744509,0.2648508,1.8269917,0.20130588,1.6444111,0.21566325,1.8997688,0.17271253,1.904877
0.7911725,0.2339006,0.51838005,0.32008725,0.19046842,0.3114367,0.27222863,0.25000492,0.1183894,0.2486755,0.47588444
-0.2503574,0.11326374,-0.6736758,0.24605513,-0.73975855,0.20966189,-1.2591795,0.19092403,-1.2050402,0.1493874,-0.7445744
-1.6458327,0.26145712,-2.1167488,0.4748072,-1.4060513,0.18761756,-1.5215511,0.36023185,-1.6481574,0.2727648,-1.2730327
0.6190437,0.20459647,0.03328128,0.3456684,1.0974352,0.20545983,1.3759195,0.2718975,1.0976018,0.19236645,1.2975073
-0.5309956,0.16204421,-0.48106778,0.31146678,-1.353792,0.2093498,-1.1014994,0.15537092,-1.1510156,0.1867283,-1.0854917
0.5233201,0.22801179,0.36452731,0.25485447,-1.0310221,0.36589724,-0.8543011,0.2980542,-0.17691231,0.31152952,-0.012885332
1.0256717,0.42988524,0.95299083,0.34492502,0.48095137,0.39894333,0.3586253,0.5026605,1.0963672,0.39829195,0.29941115
-0.3124728,0.17126459,1.0120828,0.6607629,-0.20238756,0.57153475,0.03779898,0.40651804,-0.7579991,0.2888736,-0.7352407
0.91206306,0.1146661,0.9099894,0.21673635,0.6981819,0.20146316,0.8218693,0.21181478,0.5359378,0.15175717,0.12535474
0.44752437,0.12035203,1.0118471,0.19638619,0.29562354,0.21180531,0.764808,0.21612002,0.53954357,0.16181561,0.8130401
0.38999057,0.2144461,0.5001022,0.3456684,-0.52674264,0.22248708,0.21122012,0.29383928,-0.11056264,0.20025104,-0.6498066
0.33616522,0.16987506,0.2577018,0.31808802,-0.73843074,0.22614701,-0.5772742,0.20420942,0.030082576,0.21553509,-0.74471164
0.74228805,0.20282012,0.41943416,0.3425064,0.20991491,0.21452433,0.6962307,0.24029171,0.14890109,0.15823725,-0.041916825
-1.5933179,0.13346021,0.5214039,0.2710602,-1.1670969,0.26285332,-1.2468202,0.20900296,-1.0688901,0.16399911,-0.5590363
0.24470922,0.21437816,0.25944972,0.34964156,-0.45273495,0.36093396,-0.53651625,0.27609518,-0.21819057,0.31847808,-0.1094251
-0.44014648,0.12585403,-0.5649181,0.21594997,-0.5046749,0.20134939,-0.43500188,0.18186668,-1.0492258,0.15429512,-0.71742016
0.5011164,0.14692588,0.1042776,0.23522983,0.48142976,0.23115148,0.24512981,0.25342765,-0.16671512,0.17069554,-0.1823795
-0.36774105,0.11537575,-0.22254255,0.26359117,-0.92243844,0.21389379,-0.42155415,0.18415995,-0.80818355,0.15234467,-0.7689296
-1.2315981,0.18041189,-1.804398,0.31146678,-1.3461823,0.23245127,-1.2220229,0.1746517,-1.6630887,0.21424565,-1.3912842
-0.39112753,0.2144461,0.32502094,0.3456684,-0.46208525,0.22248708,0.33512914,0.3327563,-0.37070537,0.2214034,-0.99528754
-0.5767301,0.115256526,-0.2697358,0.24424958,-0.8978885,0.20007472,-0.35355335,0.17035368,-0.7255759,0.13411829,-0.73796964
1.0691638,0.22661167,0.80057436,0.30981806,0.7907852,0.3574899,0.43491,0.25348362,0.96572477,0.22728017,1.1275408
-1.5084778,0.17809099,-1.6515132,0.4362975,-1.2126955,0.25935063,-0.94576496,0.2849022,-1.0712912,0.25404295,-0.7160655
0.5776709,0.23939973,1.1496379,0.301821,1.2462443,0.33523294,1.1570364,0.35225838,0.8944794,0.23715916,1.1212956
0.4083861,0.12788479,-0.002027171,0.22137748,-0.5972616,0.17350553,-0.5734814,0.17657226,-0.61202073,0.16570085,-0.5011906
0.5329697,0.11635521,1.1040415,0.22198433,0.42141768,0.21047133,0.69255644,0.20055795,0.5945217,0.15224315,0.90651536
0.8544181,0.3388224,0.7881848,0.42519823,1.0586277,0.41016325,0.90768874,0.31995824,1.1433179,0.34772584,0.83826005
0.07476129,0.14027119,1.0820959,0.25413197,0.35160378,0.27344444,-0.31188533,0.22591119,0.6057054,0.18197402,1.6193342
-0.17045029,0.14815526,-0.68057084,0.28685582,-0.6482143,0.1935998,-0.26537427,0.19553475,-0.62674457,0.1704558,-0.80915934
-1.3427476,0.12852098,-1.0441173,0.23676789,-1.4845554,0.19262223,-1.0698339,0.18250711,-1.4639041,0.14008328,-1.3309965
-1.8799025,0.13127984,-0.15621975,0.25413197,-1.0165081,0.2654407,-1.6719257,0.25330856,-1.2792052,0.19253665,-1.5456187
0.27460167,0.13115811,-0.4660819,0.21161032,0.32605234,0.23443775,0.76564366,0.18929598,0.24261141,0.14585939,0.73201984
1.1051382,0.12793717,0.8429408,0.1922474,0.76831806,0.2051001,1.0633154,0.19016229,0.8716645,0.13721125,0.68220943
-0.2069852,0.11746832,0.36362928,0.2626911,-0.75189286,0.18965113,-0.5671377,0.16012932,-0.5295062,0.15010345,-0.39810944
-0.84752154,0.13286042,0.07185533,0.2604739,-0.16639477,0.20076732,0.26894656,0.15237376,-0.48135832,0.13365693,-0.6950396
-0.16010444,0.23128873,-0.7126937,0.38418293,-0.72458893,0.24693064,-0.36554685,0.32018402,-0.3316688,0.21378852,-0.6364196
0.053745765,0.12779129,-0.010348521,0.23851493,-0.5561861,0.22668315,-0.1234825,0.21257286,-0.5521633,0.16572921,-0.8751173
0.7844178,0.44894844,0.791546,0.3359819,-0.027633049,0.43449232,0.6313797,0.46299163,1.0909524,0.41208923,0.791372
1.0233907,0.14670894,0.45244482,0.2435471,1.5263064,0.23802008,1.4210232,0.24613336,1.2096072,0.16355845,0.96928585
-0.37459528,0.19642057,-0.68286794,0.39620548,-0.5464176,0.2773035,-0.17210157,0.30622742,-0.50101626,0.21881545,-0.84808624
0.8985066,0.13735963,0.9204997,0.20172459,1.3917632,0.2195927,1.3413392,0.21080633,1.1571028,0.16331232,0.7700799
-0.20733829,0.11590971,0.3637922,0.273783,-0.88343555,0.16488013,-0.65560657,0.16151707,-0.5496665,0.14946574,-0.5517357
-0.34639305,0.12903292,-0.65506023,0.20298342,-0.73952085,0.22073857,-0.30758503,0.20047057,-0.9361587,0.16123986,-0.7597128
-1.6026758,0.20788588,0.2278216,0.3425064,-0.22940785,0.2385787,-0.12271224,0.3076686,-0.16541128,0.18256018,-0.19514568
0.7834459,0.4573736,1.0650738,0.3139291,0.81035495,0.45873222,1.2265339,0.48927596,1.0838174,0.4937872,0.6212862
0.1535395,0.1416038,1.0236796,0.2511619,0.44531202,0.2954739,-0.28518325,0.244487,0.6096619,0.1722953,1.6627104
1.1713572,0.10407124,0.718466,0.22972222,1.3347677,0.220827,1.5398093,0.20847191,1.3728034,0.13979256,1.6100682
0.09125751,0.1252762,-1.1379966,0.22972222,-0.38299397,0.23886482,-0.2521033,0.20847191,-0.6901485,0.14159115,-0.81172484
0.83283937,0.16185834,1.0277488,0.3263361,0.61788017,0.19772029,0.41257238,0.17460023,0.941243,0.17946595,0.21913765
0.044756237,0.14077948,-0.42214832,0.21574846,-0.6044183,0.23286542,-0.5564699,0.19711724,-0.84460926,0.17506237,-0.92755
-0.31878513,0.14735517,-2.2712264,0.2789576,-0.21207856,0.18924469,-0.086416334,0.18876773,-0.69520015,0.16129188,-0.14063145
1.4312465,0.12209979,0.59127533,0.21109025,1.5560944,0.20949604,1.7618033,0.22154431,1.6224884,0.15332817,1.9329078
-0.90880364,0.12116367,-1.8944502,0.32248533,-0.92742807,0.20467015,-0.5235527,0.21059604,-0.6213909,0.18786557,-0.6929431
0.06409594,0.16293015,0.7876572,0.28083846,0.6071146,0.31894153,0.012542915,0.30067533,0.3127118,0.2238504,0.3362773
-1.2902708,0.23115301,0.6936756,0.4362975,0.56805384,0.29585695,-0.5085709,0.36699727,0.069401726,0.33244303,0.44992244
0.061659668,0.13210261,-0.46751454,0.27378613,-1.2518383,0.23304948,-1.1106281,0.19141391,-1.1851587,0.15719604,-0.7546763
-0.06415701,0.26145712,-0.07111318,0.4748072,-0.38056445,0.18761756,-0.4017357,0.3586605,-0.0061752605,0.32034823,-0.6392087
-0.85343945,0.15006769,-0.753626,0.33216527,-1.0759032,0.22168046,-1.1244667,0.19358763,-1.3234925,0.17943539,-1.1860453
1.1862639,0.37306467,1.0707449,0.6193249,-0.68204474,0.5668243,-0.29700854,0.8915332,0.498723,0.5419591,-0.31616628
-0.16029032,0.11023065,0.089181244,0.24605513,-0.6295564,0.17249309,-0.47070557,0.15476695,-0.48013407,0.13471897,-0.44784907
1.2260886,0.4573736,0.25967705,0.32336026,1.1020826,0.4574296,1.1918962,0.485649,1.1126158,0.48281574,0.62748426
0.48132104,0.12981255,0.78224957,0.273783,0.16231179,0.19512099,0.17359342,0.20237081,0.19643556,0.17178161,0.19695204
-1.2676098,0.14721332,-0.15140072,0.20469727,-0.7195865,0.18681423,-0.4988511,0.19673038,-0.69662,0.15649755,-0.6939828
1.5950878,0.14327,1.3323115,0.23933095,1.8733428,0.22738864,1.5119846,0.23553073,1.8898758,0.15701675,2.0772521
0.44803306,0.12338885,-0.47386461,0.20627439,-0.29260308,0.20132686,-0.116344914,0.19072802,-0.28728917,0.15524174,-0.5369219
-0.0936463,0.19629622,-0.5840482,0.3739123,-0.5407133,0.16798848,-0.30869052,0.27709433,-0.7501976,0.19039504,-0.8629471
-0.30328357,0.112505354,-0.85292447,0.2435471,-0.7230994,0.21371593,-0.17224489,0.19195448,-0.94412386,0.14967585,-0.5407844
-0.37515673,0.25608963,0.56497645,0.4352209,-1.6014849,0.30231553,-1.1175196,0.44084185,-0.8813859,0.32727668,-0.970211
-1.9085401,0.26145712,-2.4173095,0.4748072,-2.1751666,0.18761756,-2.0903304,0.38636038,-1.7880754,0.3505094,-1.2917048
-0.2781521,0.11970631,-0.5619287,0.21594997,-0.65015113,0.17144877,-0.5939875,0.1629255,-0.45261914,0.14482208,-0.46472037
-1.1140891,0.19581969,-1.4303285,0.4200652,-1.5864754,0.3720803,-1.7209384,0.34909815,-1.2734762,0.32414022,-0.8194555
-0.75876075,0.27777728,-1.4057261,0.4748072,-1.1496797,0.18761756,-0.891484,0.38636038,-0.039659597,0.37663558,0.04149151
-1.1707642,0.15715359,-1.5490459,0.29205847,-0.5841347,0.19184636,-0.82737,0.19016927,-0.9206246,0.18879277,-0.8044572
0.18616475,0.16542721,-0.27188635,0.22619511,-1.0693939,0.26567173,-0.98125947,0.22724225,-1.1121516,0.18482554,-0.54216015
-1.0922604,0.12562883,0.6266385,0.24130794,-0.52349305,0.21119675,-0.2943807,0.18196777,-0.926386,0.13999718,-0.9806415
0.2495688,0.12748143,-0.35591415,0.22972222,-0.2639353,0.23271227,0.48556376,0.20236664,-0.37924024,0.15048039,-0.5032865
1.2793641,0.29143694,1.2841992,0.24432918,0.8888661,0.31969896,1.3442403,0.3598965,1.2537749,0.24732916,1.2804073
