vae,vas,pve,pvs,gee,ges,rqe,rqs,rle,rls,cce
1.4457524,0.15461776,1.0222536,0.25533524,1.580198,0.23818368,0.92067915,0.2549957,1.7066158,0.16998136,1.9349697
-0.034426074,0.12268575,0.04649048,0.22986214,-0.56278884,0.20800355,-0.11593055,0.16972853,-0.3230074,0.12835522,-0.6142591
-0.69939923,0.1255659,-2.4831731,0.20779568,-0.65402126,0.19943719,-0.64812225,0.18597926,-0.80261284,0.1675954,-0.8723863
0.013201931,0.15006249,-0.83376455,0.2789576,-0.022910146,0.19047342,0.030695695,0.18842655,0.08469928,0.16623732,-0.1919044
-0.28367594,0.21406241,-0.81272656,0.45390606,-0.42815426,0.32386917,-0.5166004,0.3129677,-0.93849754,0.22307014,-1.0401727
-0.7878371,0.19494854,0.9285774,0.31601527,0.34822664,0.19594537,0.6849393,0.2455345,0.45058483,0.19591373,0.9036397
-0.18720034,0.2144461,-0.13647741,0.3456684,-0.21908574,0.22248708,-0.22061394,0.3327563,-0.43980557,0.2214034,-0.3297426
0.7609002,0.3388224,0.8394432,0.42519823,0.6386204,0.41016325,1.2695265,0.31995824,1.1939383,0.34772584,0.6509998
-0.46865532,0.20954587,-0.36517146,0.28274652,-0.18681863,0.2998626,-0.40181473,0.23076813,-0.544501,0.207407,-0.69781923
0.3627777,0.124908246,0.5478926,0.2602186,-0.65156966,0.16949226,-0.46187618,0.1643047,-0.5315698,0.14327794,-0.5870959
-1.1042174,0.13213263,-2.0206254,0.26092178,-1.398226,0.20081203,-1.1629616,0.15627111,-1.311999,0.1427329,-0.9376055
1.5183907,0.20805575,1.4568216,0.3739123,1.9219168,0.16825922,1.3199486,0.27709433,1.7958612,0.1942361,2.1739862
-1.411473,0.25608963,-2.0378876,0.4352209,-1.100678,0.30231553,-1.3545426,0.39226258,-1.4609578,0.29636618,-0.72986114
-0.055253185,0.13286042,-0.38134074,0.2604739,-0.66130847,0.20792516,-0.13256624,0.16072808,-0.3576111,0.13395089,-0.67186505
-1.2105793,0.13708213,0.6635707,0.2158439,0.62567234,0.21495114,0.5968004,0.21207489,0.7281702,0.16428451,0.7207035
1.5930333,0.20221563,1.7201121,0.31338027,2.0297186,0.2030091,1.7825459,0.23431627,1.9534076,0.16282354,2.3682356
1.1803633,0.40674442,0.7170769,0.61303073,1.157666,0.18761756,1.5062091,0.38636038,1.2102013,0.4255134,1.3181432
0.32553905,0.18637607,0.96329415,0.33050954,-0.21948282,0.26527497,-0.56089014,0.2104939,0.29858094,0.24620543,-0.22184496
0.9397287,0.26508665,0.8018658,0.2615655,-0.566989,0.306761,-0.930841,0.2654688,-0.10500082,0.2288269,0.28861496
1.4453368,0.16316329,1.4538265,0.2648508,1.8897599,0.20283304,1.5266936,0.21566325,1.8820933,0.1741791,2.1729112
-1.8006389,0.13666742,0.5242266,0.25208917,-0.3859217,0.25563204,-1.4968013,0.2202429,-0.8276557,0.17117552,0.26284105
0.54846317,0.49184886,0.70398766,0.42395952,0.24521823,0.43521574,0.6080421,0.30570865,1.0692215,0.40628618,0.77558714
-0.38608098,0.89341265,1.144099,0.7234809,-0.9890186,0.62620515,-0.9412109,0.5318991,-0.78132284,0.8277906,-0.5815785
-0.86894333,0.13621905,-1.6665004,0.27811614,-0.9015126,0.16646975,-0.79274935,0.1464676,-1.354216,0.14531533,-1.1807755
-0.28532487,0.15687191,-0.28536656,0.27811614,-0.67560446,0.18829872,-0.5108501,0.16348751,-0.8045447,0.16335978,-0.7406429
-1.3666828,0.12863944,0.34805715,0.21890731,-0.25573644,0.24832033,-0.8010759,0.2095187,-0.8766358,0.15082103,-0.12979393
0.44778803,0.16516972,1.1310195,0.25141993,1.8463781,0.22878669,1.9542495,0.23062365,1.4782169,0.16287017,1.8868372
-0.03117167,0.15690604,0.2460985,0.29205847,-0.54416883,0.19068696,-0.6185066,0.19016927,-0.7015804,0.18465526,-0.64217937
-0.9274184,0.19663057,0.083186485,0.3081053,0.1237156,0.3165426,0.056400053,0.2713515,-0.13111608,0.27240226,-0.8598247
1.42565,0.15892193,1.2150239,0.2577881,1.8219327,0.23616713,1.310835,0.23907429,1.8531905,0.1707481,2.3272514
